GBFS - h1 - Puzzle #6 - Search
0 0 0 
1 1 1 BB.G.HE..G.HEAAG....FCCIDDF..I..F..I
2 2 1 BB.G.H...G.HEAAG..E.FCCIDDF..I..F..I
2 2 1 .BBG.H...G.HEAAG..E.FCCIDDF..I..F..I
3 3 1 BB.G.....G.HEAAG.HE.FCCIDDF..I..F..I
3 3 1 EBBG.HE..G.H.AAG.I..FCCIDDF..I..F...
4 4 1 .BBG.H...G.HEAAG.IE.FCCIDDF..I..F...
1 1 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
1 1 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
2 2 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
3 3 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
3 3 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
4 4 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
4 4 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
4 4 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
4 4 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
5 5 2 EBBG.HE.FG.HAAFG....FCCIDD...I.....I
5 5 2 EBBG..E.FG.HAAFG.H..FCCIDD...I.....I
5 5 2 EBBG.HE.FG.HAAFG.I..FCCIDD...I......
5 5 2 EBBG.HE.FG.HAAFG.I..FCCIDD...I......
6 6 2 EBBG.HE.FG.HAAFG....FCCI...DDI.....I
6 6 2 EBBG.HE.FG.HAAFG.I..FCCI.DD..I......
6 6 2 EBBG.HE.FG.HAAFG.I..FCCI..DD.I......
7 7 1 EBBG.HE..G.HAA.G....FCCI..FDDI..F..I
8 8 1 EBBG.HE..G.HAA.G.I..FCCI..FDDI..F...
9 9 1 EBBG.HE..G.H.AAG.I..FCCI..FDDI..F...
9 9 1 .BBG.HE..G.HEAAG.I..FCCI..FDDI..F...
9 9 1 .BBG.H...G.HEAAG.IE.FCCI..FDDI..F...
9 9 1 .BBG.H...G.H.AAG.IE.FCCIE.FDDI..F...
10 10 1 .BBG.H...G.H.AAG.I..FCCIE.FDDIE.F...
10 10 1 BB.G.HE..G.HEAAG.I..FCCI..FDDI..F...
10 10 1 BB.G.H...G.HEAAG.IE.FCCI..FDDI..F...
10 10 1 BB.G.H...G.H.AAG.IE.FCCIE.FDDI..F...
10 10 1 .BBG.H..FG.HAAFG..E.FCCIE..DDI.....I
10 10 1 BB.G.H...G.H.AAG.I..FCCIE.FDDIE.F...
11 11 1 .BBG.H..FG.HAAFG....FCCIE..DDIE....I
11 11 1 BBFG.H..FG.HAAFG..E..CCIE..DDI.....I
7 7 2 BBFG.H..FG.HAAFG.....CCIE..DDIE....I
8 8 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
8 8 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
9 9 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
9 9 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
10 10 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
10 10 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
10 10 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
10 10 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
10 10 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
10 10 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
10 10 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
10 10 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
11 11 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
11 11 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
11 11 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
11 11 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
11 11 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
11 11 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
11 11 2 EBBG.HE..G.HAAFG.I..FCCI..FDDI......
11 11 2 .BBG....FG.HAAFG.HE.FCCIE..DDI.....I
11 11 2 .BBG.H..FG.HAAFG.IE.FCCIE..DDI......
11 11 2 .BBG.H..FG.HAAFG.IE.FCCIE..DDI......
11 11 2 .BBG.H..FG.HAAFG..E.FCCIEDD..I.....I
11 11 2 .BBG.H..FG.HAAFG..E.FCCIEDD..I.....I
11 11 2 .BBG.H..FG.HAAFG..E.FCCIEDD..I.....I
11 11 2 .BBG....FG.HAAFG.H..FCCIE..DDIE....I
11 11 2 .BBG.H..FG.HAAFG.I..FCCIE..DDIE.....
11 11 2 .BBG.H..FG.HAAFG.I..FCCIE..DDIE.....
12 12 2 .BBG.H..FG.HAAFG....FCCIEDD..IE....I
12 12 2 BBFG....FG.HAAFG.HE..CCIE..DDI.....I
12 12 2 BBFG.H..FG.HAAFG.IE..CCIE..DDI......
12 12 2 BBFG.H..FG.HAAFG.IE..CCIE..DDI......
12 12 2 BB.G.H..FG.HAAFG..E.FCCIEDD..I.....I
12 12 2 BBFG.H..FG.HAAFG..E..CCIEDD..I.....I
12 12 2 BBFG....FG.HAAFG.H...CCIE..DDIE....I
12 12 2 BBFG.H..FG.HAAFG.I...CCIE..DDIE.....
12 12 2 BBFG.H..FG.HAAFG.I...CCIE..DDIE.....
12 12 2 BB.G.H..FG.HAAFG....FCCIEDD..IE....I
12 12 2 BBFG.H..FG.HAAFG.....CCIEDD..IE....I
12 12 2 .BBG.H..FG.HAAFG.IE.FCCIE.DD.I......
12 12 2 .BBG.H..FG.HAAFG.IE.FCCIEDD..I......
12 12 2 .BBG.H..FG.HAAFG.I..FCCIE.DD.IE.....
13 13 2 .BBG.H..FG.HAAFG.I..FCCIEDD..IE.....
13 13 2 BB.G.H..FG.HAAFG.IE.FCCIE.DD.I......
13 13 2 BB.G.H..FG.HAAFG.IE.FCCIEDD..I......
13 13 2 BBFG.H..FG.HAAFG..E.CC.IEDD..I.....I
13 13 2 BBFG.H..FG.HAAFG..ECC..IEDD..I.....I
13 13 2 BBFG.H..FG.HAAFG.IE..CCIE.DD.I......
13 13 2 BBFG.H..FG.HAAFG.IE..CCIEDD..I......
13 13 2 BB.G.H..FG.HAAFG.I..FCCIE.DD.IE.....
13 13 2 BB.G.H..FG.HAAFG.I..FCCIEDD..IE.....
13 13 2 BBFG.H..FG.HAAFG....CC.IEDD..IE....I
13 13 2 BBFG.H..FG.HAAFG...CC..IEDD..IE....I
14 14 1 BBFG.H..FG.HAAFG..CC...IEDD..IE....I
15 15 1 BB.G.H...G.HAA.G.ICCF..IE.FDDIE.F...
15 15 1 .BBG.H..FG.HAAFG..CCF..IE..DDIE....I
15 15 1 BB...H..FG.HAAFG..CCFG.IE..DDIE....I
16 16 1 BB.G.H...G.H.AAG.ICCF..IE.FDDIE.F...
16 16 1 .BB..H..FG.HAAFG..CCFG.IE..DDIE....I
16 16 1 .BBG.H...G.H.AAG.ICCF..IE.FDDIE.F...
16 16 1 ..BB.H..FG.HAAFG..CCFG.IE..DDIE....I
16 16 1 ..FBBH..FG.HAAFG..CC.G.IE..DDIE....I
17 17 1 BB...H...G.H.AAG.ICCFG.IE.FDDIE.F...
17 17 1 .BB..H...G.H.AAG.ICCFG.IE.FDDIE.F...
17 17 1 ..BB.H...G.H.AAG.ICCFG.IE.FDDIE.F...
13 13 2 ...BBH...G.H.AAG.ICCFG.IE.FDDIE.F...
13 13 2 BBFG.H..FG.HAAFG.I...CCIE.DD.IE.....
14 14 2 BBFG.H..FG.HAAFG.I...CCIEDD..IE.....
14 14 2 BBFG.H..FG.HAAFG.IE.CC.IE.DD.I......
14 14 2 BBFG.H..FG.HAAFG.IE.CC.IEDD..I......
14 14 2 BBF..H..FG.HAAFG..ECCG.IEDD..I.....I
14 14 2 BBFG.H..FG.HAAFG.IECC..IE.DD.I......
15 15 1 BBFG.H..FG.HAAFG.IECC..IEDD..I......
16 16 1 BBF..H..F..HAAF..IECCG.IEDDG.I...G..
17 17 1 BBF..H..F..HAAF...CC.G.IEDDG.IE..G.I
18 18 1 BB...H..F..HAAF...CCFG.IEDDG.IE..G.I
19 19 1 BB...H..F..HAAF..ICCFG.IEDDG.IE..G..
19 19 1 .BB..H..F..HAAF..ICCFG.IEDDG.IE..G..
19 19 1 ..BB.H..F..HAAF..ICCFG.IEDDG.IE..G..
20 20 1 ..FBBH..F..HAAF...CC.G.IEDDG.IE..G.I
21 21 1 ..FBBH..F..HAAF....CCG.IEDDG.IE..G.I
22 22 1 ..FBBH..F..HAAF..I.CCG.IEDDG.IE..G..
14 14 2 ..FBBH..F..HAAF..IECCG.IEDDG.I...G..
14 14 2 BBFG.H..FG.HAAFG.I..CC.IE.DD.IE.....
14 14 2 BBFG.H..FG.HAAFG.I..CC.IEDD..IE.....
14 14 2 BBF..H..FG.HAAFG...CCG.IE.DD.IE....I
14 14 2 BBFG.H..FG.HAAFG.I.CC..IE.DD.IE.....
14 14 2 BBFG.H..FG.HAAFG.I.CC..IEDD..IE.....
14 14 2 BBF..H..FG.HAAFG..CC.G.IE.DD.IE....I
14 14 2 BB.G.H..FG.HAAFG..CCF..IE.DD.IE....I
14 14 2 BB.G.H...G.HAAFG.ICCF..IE.FDDIE.....
14 14 2 BBFG.H..FG.HAAFG.ICC...IE.DD.IE.....
15 15 2 BBFG.H..FG.HAAFG.ICC...IEDD..IE.....
15 15 2 BBFG.H..FG.HAAFG.ICC...IEDD..IE.....
16 16 2 BBFG.H..FG.HAAFG.ICC...IEDD..IE.....
16 16 2 .BBG....FG.HAAFG.HCCF..IE..DDIE....I
16 16 2 .BBG.H..FG.HAAFG.ICCF..IE..DDIE.....
16 16 2 .BBG.H..FG.HAAFG.ICCF..IE..DDIE.....
16 16 2 .BBG.H..FG.HAAFG..CCF..IE.DD.IE....I
16 16 2 BB......FG.HAAFG.HCCFG.IE..DDIE....I
16 16 2 BB...H..FG.HAAFG.ICCFG.IE..DDIE.....
16 16 2 BB...H..FG.HAAFG.ICCFG.IE..DDIE.....
16 16 2 BB...H..FG.HAAFG..CCFG.IE.DD.IE....I
16 16 2 BB...H..FG.HAAFG..CCFG.IE.DD.IE....I
17 17 2 BB...H..FG.HAAFG..CCFG.IE.DD.IE....I
17 17 2 .BB.....FG.HAAFG.HCCFG.IE..DDIE....I
17 17 2 .BB..H..FG.HAAFG.ICCFG.IE..DDIE.....
17 17 2 .BB..H..FG.HAAFG.ICCFG.IE..DDIE.....
17 17 2 .BB..H..FG.HAAFG..CCFG.IE.DD.IE....I
17 17 2 .BB..H..FG.HAAFG..CCFG.IE.DD.IE....I
17 17 2 .BB..H..FG.HAAFG..CCFG.IE.DD.IE....I
17 17 2 ..BB....FG.HAAFG.HCCFG.IE..DDIE....I
17 17 2 ..BB.H..FG.HAAFG.ICCFG.IE..DDIE.....
17 17 2 ..BB.H..FG.HAAFG.ICCFG.IE..DDIE.....
17 17 2 ..BB.H..FG.HAAFG..CCFG.IE.DD.IE....I
17 17 2 ..FBB...FG.HAAFG.HCC.G.IE..DDIE....I
17 17 2 ..FBBH..FG.HAAFG.ICC.G.IE..DDIE.....
17 17 2 ..FBBH..FG.HAAFG.ICC.G.IE..DDIE.....
17 17 2 ...BBH..FG.HAAFG..CCFG.IE.DD.IE....I
17 17 2 ..FBBH..FG.HAAFG..CC.G.IE.DD.IE....I
17 17 2 ....BB...G.H.AAG.HCCFG.IE.FDDIE.F..I
18 18 2 ....BB...G.H.AAG.HCCFG.IE.FDDIE.F..I
18 18 2 ....BB...G.H.AAG.HCCFG.IE.FDDIE.F..I
18 18 2 ....BB...G.H.AAG.HCCFG.IE.FDDIE.F..I
18 18 2 ....BB...G.H.AAG.HCCFG.IE.FDDIE.F..I
18 18 2 ....BB...G.H.AAG.HCCFG.IE.FDDIE.F..I
18 18 2 ....BB...G.H.AAG.HCCFG.IE.FDDIE.F..I
15 15 2 ....BB...G.H.AAG.HCCFG.IE.FDDIE.F..I
15 15 2 BBF..H..FG.HAAFG.IECCG.IE.DD.I......
15 15 2 BBF..H..FG.HAAFG.IECCG.IEDD..I......
16 16 2 BBF..H..F..HAAFG.IECCG.IEDDG.I......
16 16 2 BBF..H..F..HAAFG.IECCG.IEDDG.I......
17 17 2 BBF..H..F..HAAFG.IECCG.IEDDG.I......
17 17 2 BBF..H..F..HAAFG.I.CCG.IEDDG.IE.....
17 17 2 BBF..H..FG.HAAFG.I.CCG.IEDD..IE.....
17 17 2 BBF..H..FG.HAAFG.I.CCG.IEDD..IE.....
18 18 2 BBF..H..FG.HAAFG.I.CCG.IEDD..IE.....
18 18 2 BBF..H..F..HAAFG.ICC.G.IEDDG.IE.....
18 18 2 BBF..H..FG.HAAFG.ICC.G.IEDD..IE.....
18 18 2 BBF..H..FG.HAAFG.ICC.G.IEDD..IE.....
19 19 2 BBF..H..FG.HAAFG.ICC.G.IEDD..IE.....
19 19 2 BB...H..F..HAAFG.ICCFG.IEDDG.IE.....
19 19 2 BB...H..FG.HAAFG.ICCFG.IEDD..IE.....
19 19 2 BB.G.H..FG.HAAFG.ICCF..IEDD..IE.....
19 19 2 ....BB..F..HAAF..HCCFG.IEDDG.IE..G.I
20 20 2 ....BB..F..HAAF..HCCFG.IEDDG.IE..G.I
20 20 2 .BB..H..F..HAAFG.ICCFG.IEDDG.IE.....
